//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 20 x 20.
// Simulation de N = 100 particules pendant T = 1000 tours.
// Ce CSV contient 1000 tours sur les 1000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
1,-11.11,12.11,-60359.45,60063.61,-4589878.63,4530627.52
2,12.45,-8.05,6922840.74,-6812031.91,425138965.38,-417725136.50
3,8.71,1.87,240003300881902307522689248526336.00,-6372881835938828270432157696.00,48000660176380458910464464339861504.00,-1274576367187765654086431539200.00
4,-15.08,13.36,-6757181.39,96460.31,-376974576.01,4464807.96
5,-14.70,6.55,240000000000066356305620010795008.00,-53759.05,48000000000013269819972121400442880.00,-10762885.71
6,-4.10,-2.89,203082.23,-2135423.67,55578634.60,-427026759.75
7,3.04,-15.70,-622878.11,-6931776.14,-124516422.11,-426881106.21
8,-4.45,13.25,-3072000000000538159402188800.00,6144000000000939979362533376.00,-614400000000107587899972648960.00,1228800000000187872727204364288.00
9,-15.58,2.96,1799450.25,7457974.66,367221537.22,539555961.88
10,4.46,1.63,3072000000000538159402188800.00,-6144000000000939979362533376.00,614400000000107587899972648960.00,-1228800000000187872727204364288.00
11,-7.30,9.58,-7118553.23,2187225.09,-471684721.40,430033434.50
12,17.03,7.12,-228881835937504836389437440.00,228881835937504836389437440.00,-45776367187500965078864232448.00,45776367187500965078864232448.00
13,-5.45,-1.71,-1875000000000512216188168699904.00,-1875000000000512216188168699904.00,-375000000000102445489433553666048.00,-375000000000102445489433553666048.00
14,7.55,-7.14,-270531.87,-6899563.15,-61577406.99,-427909615.80
15,7.58,-7.78,7229342.88,-7250667.99,478777161.73,-483177818.27
16,7.53,-18.90,-1816363.38,-14317105.93,-370743084.34,-951783273.73
17,0.29,13.35,-706021.49,6730527.16,-141330262.73,386538225.12
18,18.73,-9.32,-3072000000000661854460313600.00,-6144000000001323708920627200.00,-614400000000132357697923186688.00,-1228800000000264715395846373376.00
19,-11.73,-3.07,-105285.67,-9298928.09,-5922584.89,-885244342.59
20,0.15,-4.11,3072000000000661854460313600.00,6144000000001323708920627200.00,614400000000132357697923186688.00,1228800000000264715395846373376.00
21,-7.11,-11.68,-56276.36,-7587574.30,-3772896.49,-550501312.49
22,1.02,18.97,134929.44,14394382.20,12045568.89,959517131.98
23,16.28,-1.31,165458.95,-165442.24,10646069.25,-10482459.36
24,12.70,0.60,69533.97,1433725.20,6332763.42,264253220.12
25,-11.16,2.57,-240000000000066356305620010795008.00,6876990.72,-48000000000013269819972121400442880.00,415866700.89
26,-19.54,-8.08,1875000000000512216188168699904.00,-1875000000000512216188168699904.00,375000000000102445489433553666048.00,-375000000000102445489433553666048.00
27,15.36,-12.52,173003.63,-53630.66,12213731.78,-3195731.70
28,-3.92,1.55,-4137664.27,-59707.11,117105673.55,-11872276.59
29,2.44,-7.61,-658507.28,3117875.85,-131610328.96,623527518.94
30,13.40,7.72,256581.44,-1949015.02,21288336.27,-419717219.88
31,10.26,-7.95,-3064220.40,-84701.84,-620189450.33,-9561218.28
32,0.60,-13.90,-1192578.93,-7845538.17,-238528020.91,-609449809.11
33,-13.08,2.38,-7252464.04,7863157.95,-483331158.16,620444181.42
34,0.01,8.21,8887966.05,4111714.12,803132772.09,-137201507.60
35,-3.86,6.55,-109338.05,-290427.04,-6870375.66,-58096428.42
36,4.08,-15.92,4713603.45,-7063079.49,-1721060.93,-438157391.18
37,18.20,-10.07,35330.78,-7254241.50,-517652.60,-483766949.72
38,-0.47,-8.65,48027.70,42.52,9594902.42,41472.97
39,13.05,10.80,10614466.13,13898557.95,1163532524.02,860635310.18
40,-6.28,8.37,-54836.06,54294.26,-3461862.58,3491246.97
41,-4.98,-18.48,10360.47,-8040321.73,2071938.54,-633534849.41
42,-6.62,-5.73,-134386.44,-2218800.42,-11764827.63,-428785455.56
43,-15.63,-6.39,-43156.38,2043105.03,-1138841.61,415988653.59
44,-5.56,14.79,3459972.20,7730497.70,692005753.03,601543849.62
45,0.13,-11.40,6996010.15,-3176671.74,432199482.88,-627726528.90
46,15.08,-7.92,58915.60,-55908.46,4141572.46,-3883326.53
47,3.23,12.08,6845297.68,97849.10,416894839.40,11928030.87
48,-7.71,-17.60,-3072000000000661854460313600.00,35440875000008505751674814464.00,-614400000000132357697923186688.00,7088175000001701044781846626304.00
49,-11.33,-19.82,-7586403.98,-29380.52,-550154208.57,1720287.84
50,3.27,-0.34,7132377.28,3750000000001024432376337399808.00,474229997.29,750000000000204890978867107332096.00
51,0.40,2.51,-1334.60,698.72,-95193.74,49628.66
52,16.34,-3.39,12033040.61,72515.69,1447041241.84,14490843.73
53,-8.01,9.11,-14508.30,6956637.61,4638400.50,424225098.99
54,3.66,2.27,7273797.97,7224594.42,487746381.43,478053713.40
55,-2.09,13.12,-20448.46,7199393.75,-4067682.61,480256294.40
56,-13.50,1.54,-9463305.38,96131.80,-910890872.69,11835310.90
57,2.71,-5.52,7270635.92,-7755260.69,479553195.28,-606401898.59
58,11.11,18.41,7073.68,-569505.14,-5987486.52,-121369310.98
59,-6.59,16.51,-7336518.03,7782798.65,-492671657.40,611889647.95
60,-10.03,12.38,-82379.07,7419245.22,-1455354.31,539281699.94
61,1.36,6.92,7171125.55,6586313.74,482197776.13,365064168.28
62,-2.89,11.83,-6842076.37,41141.82,-416377179.80,711887.17
63,17.33,-18.23,174677.20,-6477987.27,12388899.69,-358612711.18
64,9.05,-1.93,242533.26,-10677972.56,33385424.31,-1161075754.87
65,-12.96,-10.05,3009387.84,-7503603.87,609197052.52,-548419802.75
66,-12.96,-9.44,-62823.75,-53424.19,-5105770.87,-3236030.60
67,-5.57,7.53,-54749.05,54015.49,-3478335.45,3492361.86
68,4.13,-8.58,6587569.06,-24557.41,365371060.12,2559973.41
69,10.41,-9.56,-465994.82,-6662572.31,-100507272.58,-380223129.40
70,-6.60,9.89,5130197.38,161555.35,1025991508.33,17233138.68
71,11.72,-15.92,96407.14,2047511.31,11786844.04,416960750.31
72,-15.56,11.72,-7274141.67,16509819.20,-487657123.49,1390369512.14
73,16.35,7.70,694476.10,20669.77,131288443.24,-3419782.28
74,-7.25,-4.46,-78155.00,-7249914.75,-8226049.03,-482933494.38
75,-2.35,14.84,-7283400.70,7083404.48,-482173370.54,472124357.20
76,-8.93,-13.84,-240000000000066356305620010795008.00,-29296875000007180943242559488.00,-48000000000013269819972121400442880.00,-5859375000001436329386000252928.00
77,-8.39,-14.86,-13648316.36,-3177166.37,-803075301.22,-627756347.71
78,-7.74,16.03,-6986529.93,2454661.57,-430190892.25,483211870.57
79,-4.47,-9.41,1875000000000512216188168699904.00,-1875000000000512216188168699904.00,375000000000102445489433553666048.00,-375000000000102445489433553666048.00
80,-2.98,-18.49,22294.32,-7019383.17,4618443.00,-429346918.09
81,-4.57,8.51,-2556166.38,2184674.96,-503761657.84,429464718.56
82,-17.70,1.95,-1875000000000512216188168699904.00,1875000000000512216188168699904.00,-375000000000102445489433553666048.00,375000000000102445489433553666048.00
83,6.42,3.56,54992.69,6707520.61,3470225.46,374432669.89
84,14.76,-5.74,7964943.34,-119690.35,625873582.73,-16443036.06
85,4.99,3.18,6923170.87,7103999.81,425214348.66,431376293.99
86,19.65,-8.96,2891629.11,-219535.98,555732802.92,-21587780.47
87,-10.74,6.80,1133563.42,2379289.94,241767606.78,445941914.02
88,1.40,-6.90,1260.22,-118223.14,264054.93,-8726756.43
89,-1.99,2.96,-1877841.36,7214661.32,-375408242.85,483173105.89
90,8.21,-17.46,6764895.82,-2985775.87,385954743.40,369833826.14
91,-5.68,-9.74,-240000000000066356305620010795008.00,-6986078.40,-48000000000013269819972121400442880.00,-430100615.98
92,14.07,10.91,-73042.71,4436320.47,-22089794.97,879806174.32
93,6.39,-10.31,225786.71,-116399.43,15229566.55,-8213955.87
94,5.37,12.99,14725394.35,160556.68,1025991383.19,17171413.67
95,-7.99,0.22,-7585454.30,160709.02,-550111300.81,24477298.66
96,-5.35,7.83,2375202.14,85117.24,475027705.33,2106750.37
97,5.18,-18.23,7475926.18,-6824797.07,543181879.67,-413034788.58
98,-0.98,19.41,33028.76,3233197.11,6445356.28,631811515.14
99,4.72,-0.83,240000000000066356305620010795008.00,-2130493.04,48000000000013269819972121400442880.00,-425961760.84
###### Tour 3 ######
0,-8.54,9.29,751030000512.21,-7155524585057.43,150207833400353.94,-1431106115197079.00
1,-4.20,19.28,523905.32,231012.26,121442831.64,29659103.56
2,17.80,-14.63,-1110590197.41,89836824598.30,-223927746594.92,17969145051178.25
3,4.00,-16.00,480006601763804615045378497052672.00,-12745763671877656540864315392.00,8358060.94,-46184630.41
4,-15.62,1.21,301745649.43,-544642246.16,62077540740.93,-108952206101.95
5,0.00,-9.18,480000000000132712611240021590016.00,-187181.79,4933367808.07,-15921661.93
6,5.65,-8.46,449605.30,-4243626.95,-6274021.31,5386103.84
7,-11.56,-17.51,-767592357858.47,404463699560.54,-153518222479650.44,80894553148442.94
8,-16.00,16.00,-6144000000001076318804377600.00,12288000000001879958725066752.00,-163680839352.50,28341980169.81
9,20.00,0.50,511651557.66,413204165.24,101603199944.02,80609682154.45
10,16.00,-16.00,6144000000001076318804377600.00,-12288000000001879958725066752.00,-83267639604434.06,-53357018559218.38
11,-17.06,3.50,53713350.04,29110418.38,12638065374.27,4954605222.98
12,-4.00,4.00,-457763671875009672778874880.00,457763671875009672778874880.00,-4566820950.76,-813053492.09
13,-8.00,-8.00,-3750000000001024432376337399808.00,-3750000000001024432376337399808.00,-2714995281.80,3081499603.39
14,-16.64,-18.25,159618161.83,-879215044.61,32039316147.53,-174035186675.92
15,19.87,-13.35,-33133625.55,793034216.72,-8551370847.58,160540154760.54
16,-13.26,-19.12,-472639124.14,358923546.93,-93793809066.97,75599913846.86
17,-6.44,5.53,623018.86,-11925325.78,407138332.94,-4117708813.97
18,-12.00,-4.00,-6144000000001323708920627200.00,-12288000000002647417841254400.00,-406721982.68,-1036382710.02
19,-0.71,-14.57,-134701.32,-13725148.72,39454.71,216.94
20,12.00,4.00,6144000000001323708920627200.00,12288000000002647417841254400.00,-13665436.50,15732093.28
21,-18.52,-12.49,-66178.57,-10308980.78,1792455.43,6220016.81
22,12.59,18.64,778094759.00,-4484060942.71,155579920344.05,-900650582114.15
23,3.17,-19.85,208408.16,-225157.05,-2056226.65,-1460503.29
24,4.68,10.51,317118401061.04,187319531795.28,63423659972650.35,37463355360795.69
25,-0.00,5.81,-480000000000132712611240021590016.00,8932528.94,4793156.32,-4759055.60
26,8.00,-8.00,3750000000001024432376337399808.00,-3750000000001024432376337399808.00,173463.79,3554.68
27,16.08,-8.61,240002.41,-60247.05,1186024.53,1872452.58
28,-5.28,-9.13,-2759385.62,-337108.27,158550056.35,-43607956.44
29,-3.15,7.53,1118217783.91,-89839417269.10,223906868568.16,-17969130556509.95
30,3.63,-8.29,362917.05,-4047621.20,-21212.53,-4017.35
31,-1.42,-13.03,-7688281.61,-1606849.25,-304622792.32,-294868263.60
32,-11.59,-1.77,-2385216.10,-10892807.52,586.06,-4061.33
33,-4.28,16.17,-11930551.13,6075314.96,-452286260.97,-978012779.26
34,16.31,5.27,13540516.56,3601993.22,127377331.39,35257326.80
35,-0.76,-2.54,-24811126.52,-500391.07,-4933487316.49,16103620.96
36,14.06,-14.58,55328886.21,83386620.77,10124777613.50,18528097442.03
37,5.63,-0.83,4586974.81,-3263912.71,910846458.51,1281832708.47
38,19.55,-6.15,1688360.94,1410610.84,318471745.22,282072191.51
39,14.33,8.15,-317100266463.87,-187298412643.27,-63423339718525.79,-37463322875552.95
40,-7.73,5.88,25836945.91,-3236283.29,5181818256.28,-661606758.74
41,2.22,-18.44,8088019098735.15,12813099696951.15,1617603815602999.00,2562622180989426.00
42,-18.73,-13.01,153712993.72,-44735172.49,30781240859.69,-8074488956.54
43,-4.14,4.09,-48825.24,4122967.76,5070.36,-16108.38
44,14.45,16.96,6921062.49,10734661.62,212303.78,-711064.31
45,10.20,-4.44,9157115.25,-6314609.91,21536.73,138895.89
46,11.31,-1.17,-281888.34,379567.11,-72302361.24,90978439.07
47,0.95,6.97,9014277.65,113868.32,16901154.67,-8724186.68
48,-12.00,16.00,-6144000000001323708920627200.00,70881750000017011503349628928.00,34821.49,87330.55
49,-3.08,-7.61,-10329123.78,-5258.11,1610248.32,3104195.16
50,18.55,16.00,9477615.93,7500000000002048864752674799616.00,-5182266.34,-1275205.41
51,-17.70,11.97,-2606725.81,18914921.81,-520983047.88,3782794990.85
52,18.81,6.31,33994720.15,11884258.19,2945294665.33,2347857655.95
53,18.82,6.74,15157950.27,18967835.63,3029853313.05,1978014504.38
54,8.96,10.90,12849143.03,5388211.35,627322629.92,-845330327.61
55,-9.96,19.88,2505941338337176.00,-4171135789073615.50,501188267675592576.00,-834227159734858112.00
56,-11.10,14.63,368728910.19,187625796.43,76549333986.23,37494097614.96
57,6.73,-18.22,767601870287.32,-404483681974.47,153518440377084.75,-80894578940857.84
58,-17.53,-5.10,-778566640.85,4501900335.28,-155708755421.08,900615337395.06
59,-5.35,18.98,-9916849.52,10793241.33,-23394639.30,-9801111.92
60,-6.59,8.91,-149402.95,11624536.52,-11949421.57,301776559.04
61,2.50,3.26,9576739.34,8408284.40,-1075018.89,-670035.75
62,-2.52,18.85,-389977620.79,-183139726.59,-76210731704.89,-36636885569.52
63,3.54,-8.74,236460.55,-8271043.97,-32228.57,1370.65
64,3.66,-15.44,409460.22,-16483351.42,-31.98,-16.30
65,0.77,-7.08,19314322.76,1528130541.41,2651789930.51,307675248859.43
66,-16.49,-5.48,-13604499.64,-1537972299.66,-2703229406.35,-307580539062.43
67,-6.98,2.30,426887005014.46,598096611910.74,85377415431038.56,119619308086687.11
68,8.37,-6.16,416343717722.50,266789505793.05,83267060659628.77,53357903510120.38
69,-14.91,-6.44,-1051252.76,-8474068.19,-16544315.49,17923954.64
70,14.95,7.10,-68062183.13,-34434271.94,-15664467610.79,-6936398597.19
71,5.13,7.23,155305.98,4132370.03,-7076.24,10994.48
72,-19.83,8.38,-9707849.81,23463784.03,915496.29,423453.34
73,5.53,3.41,9458541.10,-7670278.97,1621524555.73,-1534769965.94
74,-0.10,-10.28,-278549.80,-9864487.27,-31852912.02,-39981009.75
75,-5.02,15.10,-9693904.35,9441673.42,72640.92,-470568.63
76,-0.00,-12.00,-480000000000132712611240021590016.00,-58593750000014361886485118976.00,35161839.90,-65675104.14
77,-5.32,-14.34,-17640203.74,-5921531.38,4697824.78,78883345.26
78,-2.59,3.24,-9020359.28,4919485.92,23425022.77,9752998.90
79,8.00,-8.00,3750000000001024432376337399808.00,-3750000000001024432376337399808.00,54527935.72,74561488.95
80,10.89,-19.66,474784877.26,-379336119.05,94947898143.79,-74034000258.84
